State,Crop,Season,Soil_Type,Area,Production,Rainfall,Temperature,Humidity,Nitrogen,Phosphorus,Potassium
Manipur,Chili,Whole Year,Black,906.71,9462.31,309.96,39.81,92.0,121.9,30.78,65.11
Rajasthan,Groundnut,Kharif,Loamy,4740.73,59314.95,204.89,25.41,70.25,48.6,30.16,34.68
Meghalaya,Maize,Whole Year,Alluvial,3743.31,42106.47,446.59,10.58,45.49,113.01,52.82,77.1
Manipur,Maize,Summer,Black,3255.78,36150.84,295.88,15.4,83.28,92.22,35.99,23.93
Chhattisgarh,Tea,Whole Year,Clay,3290.48,45381.64,400.16,33.05,40.01,147.34,72.33,57.42
Rajasthan,Barley,Summer,Loamy,2085.42,30915.65,315.35,37.43,74.78,149.74,46.42,66.88
Mizoram,Millet,Rabi,Clay,1809.13,16056.93,144.47,11.92,84.07,24.08,18.53,65.31
Haryana,Pumpkin,Summer,Alluvial,2214.94,21987.38,63.59,18.87,55.71,93.31,60.98,37.47
Andhra Pradesh,Coffee,Whole Year,Loamy,1378.91,26131.0,474.16,26.16,51.05,101.94,40.69,30.52
Rajasthan,Castor,Summer,Alluvial,240.01,2060.14,104.91,35.43,75.92,141.29,66.26,36.5
Odisha,Chili,Kharif,Sandy,501.95,6095.41,275.79,13.75,51.05,144.99,23.71,29.46
Madhya Pradesh,Banana,Kharif,Alluvial,4095.3,35182.48,121.02,32.98,38.52,66.33,18.74,77.59
Uttarakhand,Turmeric,Summer,Clay,4897.1,58938.18,164.38,12.72,83.52,50.55,20.48,75.98
Tripura,Soybean,Kharif,Black,3432.61,46722.97,159.88,27.14,31.44,60.44,24.71,19.22
Mizoram,Castor,Kharif,Alluvial,2293.88,25361.24,66.27,27.63,48.6,106.1,45.41,31.47
Karnataka,Coconut,Whole Year,Clay,4813.1,47798.79,388.5,34.75,30.75,94.43,31.31,59.72
Tripura,Cardamom,Summer,Clay,821.15,17799.74,478.83,24.69,40.46,107.06,69.03,68.6
Odisha,Peas,Rabi,Black,4516.59,50866.14,317.1,37.79,62.41,149.09,49.8,77.99
Maharashtra,Orange,Kharif,Red,3517.72,50506.45,246.83,20.8,74.41,84.1,38.3,22.56
Kerala,Barley,Summer,Loamy,453.05,7148.81,191.29,26.13,57.08,110.07,74.52,55.67
Goa,Wheat,Whole Year,Clay,4174.62,42571.29,106.5,31.72,69.23,46.39,40.78,31.62
Rajasthan,Millet,Summer,Sandy,4136.45,50484.86,273.04,16.89,39.07,122.48,35.49,48.01
Chhattisgarh,Ginger,Summer,Loamy,988.96,14517.46,441.36,35.55,57.64,127.32,73.43,31.99
Punjab,Coconut,Summer,Sandy,1838.98,23511.77,336.08,17.3,37.93,149.98,23.04,76.22
Goa,Banana,Kharif,Sandy,3729.68,38122.22,412.08,11.48,58.26,82.08,52.68,38.71
Haryana,Sesame,Whole Year,Red,1162.08,15285.51,183.69,28.81,77.28,26.58,44.12,23.22
Arunachal Pradesh,Maize,Summer,Sandy,1736.83,28550.96,486.38,28.08,49.55,58.01,79.05,48.64
Karnataka,Sorghum,Summer,Red,1728.86,25524.23,164.53,31.4,54.26,140.41,57.97,49.79
Goa,Sesame,Rabi,Clay,3118.05,39615.53,311.91,12.44,56.16,46.46,24.65,26.11
West Bengal,Turmeric,Kharif,Sandy,2069.35,27914.6,184.17,21.12,63.63,106.53,77.38,23.85
Uttar Pradesh,Rice,Rabi,Red,4836.95,57049.17,370.97,35.21,47.73,104.63,39.93,43.46
Nagaland,Beetroot,Whole Year,Alluvial,2532.83,45561.38,421.36,23.74,35.22,30.47,56.66,33.28
Kerala,Cauliflower,Whole Year,Clay,1891.75,20901.61,194.93,36.01,45.49,26.75,58.84,60.85
Jharkhand,Rice,Whole Year,Red,2592.87,29460.61,192.75,18.56,39.27,100.67,13.25,58.88
Goa,Maize,Whole Year,Laterite,4866.68,74345.59,491.99,36.11,58.32,27.97,59.83,43.86
Nagaland,Barley,Kharif,Sandy,297.6,3840.35,266.4,21.73,69.28,61.46,41.38,47.75
Chhattisgarh,Linseed,Summer,Alluvial,697.67,6466.65,113.68,10.56,49.26,36.65,15.4,67.08
Manipur,Sugarcane,Kharif,Laterite,4046.66,28970.66,138.44,39.47,50.02,148.59,36.16,76.1
Uttar Pradesh,Castor,Rabi,Laterite,2335.89,45881.32,456.76,23.81,53.05,116.74,12.04,30.71
Rajasthan,Mustard,Rabi,Clay,2954.22,52694.45,437.6,20.44,49.49,105.87,69.98,32.15
Nagaland,Cotton,Kharif,Sandy,1134.11,12374.66,122.27,18.63,40.12,134.52,53.16,59.11
Uttar Pradesh,Okra,Whole Year,Loamy,2798.62,37087.93,268.79,35.87,80.59,87.08,24.32,26.08
Arunachal Pradesh,Brinjal,Whole Year,Loamy,2991.69,27681.04,75.4,18.58,73.32,77.4,27.49,67.29
Meghalaya,Sorghum,Kharif,Sandy,396.85,5140.64,198.13,27.5,90.35,53.61,55.74,70.41
Chhattisgarh,Millet,Rabi,Sandy,4786.62,80586.04,480.57,30.03,71.6,46.85,34.28,42.18
Rajasthan,Groundnut,Whole Year,Laterite,3806.84,31437.15,147.72,38.8,81.73,69.39,54.78,62.41
Uttarakhand,Ginger,Summer,Red,3660.68,41548.71,286.3,36.66,34.45,144.36,31.22,58.65
West Bengal,Cabbage,Whole Year,Loamy,1287.22,25347.11,484.44,22.98,32.75,73.3,45.19,44.13
West Bengal,Mustard,Summer,Red,4130.18,32897.3,90.22,38.19,48.09,26.38,79.81,14.4
Rajasthan,Millet,Whole Year,Alluvial,4779.52,87523.45,497.52,24.98,79.43,105.35,74.23,75.21
Maharashtra,Watermelon,Rabi,Loamy,624.75,7262.94,210.77,30.9,55.94,22.67,51.77,38.83
Gujarat,Sorghum,Kharif,Laterite,3573.47,57565.06,497.18,21.26,85.77,133.14,59.87,18.33
Chhattisgarh,Beetroot,Kharif,Loamy,3742.06,39382.63,187.41,38.1,33.77,145.53,33.72,23.8
Haryana,Linseed,Rabi,Red,2906.34,39495.76,258.93,39.95,44.3,125.68,33.17,44.96
Mizoram,Grapes,Kharif,Laterite,1408.73,16705.87,127.94,13.21,77.5,104.37,50.98,36.38
Uttarakhand,Sunflower,Whole Year,Alluvial,996.97,6883.42,178.41,12.06,73.4,56.93,61.92,55.91
Odisha,Watermelon,Rabi,Loamy,1701.46,17209.07,66.21,33.4,59.79,33.46,43.07,71.9
Gujarat,Peas,Kharif,Red,4371.68,41413.5,156.01,32.41,78.25,24.6,71.7,53.89
Jharkhand,Soybean,Summer,Clay,1066.3,9561.55,182.78,14.36,52.66,99.67,51.09,78.17
Telangana,Cashew,Rabi,Black,4204.26,68937.05,420.31,21.8,36.1,111.77,63.91,79.44
Tamil Nadu,Ginger,Rabi,Alluvial,2687.43,30998.71,154.64,12.66,42.46,65.76,33.77,77.66
Nagaland,Banana,Summer,Sandy,4127.11,27798.32,71.71,39.78,53.5,81.67,66.89,77.85
Arunachal Pradesh,Potato,Whole Year,Black,3191.52,42429.65,160.72,29.99,92.66,53.14,40.39,71.64
Uttarakhand,Cashew,Rabi,Loamy,721.52,10476.87,343.81,12.19,92.51,75.98,44.72,40.94
Odisha,Sesame,Rabi,Red,1264.69,15795.76,221.29,12.25,82.82,31.99,70.12,42.82
Sikkim,Potato,Summer,Black,4917.7,74494.41,438.73,15.13,63.78,138.08,74.5,39.15
Maharashtra,Spinach,Kharif,Laterite,2298.72,33301.11,313.5,31.88,88.98,110.23,50.54,60.42
Manipur,Millet,Rabi,Black,3601.95,58021.33,326.23,21.86,46.82,42.9,34.66,35.15
Tripura,Lentil,Summer,Sandy,795.31,12572.31,488.61,11.12,91.05,74.86,49.15,65.81
Andhra Pradesh,Guava,Kharif,Black,3676.43,58124.54,483.8,11.13,83.14,126.05,40.16,37.99
Karnataka,Pumpkin,Whole Year,Loamy,279.82,3822.93,440.12,36.79,65.19,137.72,55.13,19.58
Uttar Pradesh,Peas,Whole Year,Sandy,4752.61,58067.7,274.57,30.01,85.01,127.04,58.19,76.91
Madhya Pradesh,Sesame,Rabi,Black,1562.41,17619.49,299.46,14.94,78.36,101.51,75.15,39.22
Nagaland,Cashew,Rabi,Loamy,4224.55,54922.09,362.5,35.9,51.7,90.82,17.79,36.66
Andhra Pradesh,Barley,Rabi,Sandy,491.43,5655.14,324.9,14.08,34.93,23.1,59.09,61.08
Karnataka,Ginger,Whole Year,Alluvial,3127.57,43401.53,291.12,19.96,50.39,114.36,45.45,10.4
Himachal Pradesh,Pumpkin,Rabi,Black,2533.91,37449.63,296.66,17.93,55.67,47.31,58.59,21.08
Uttarakhand,Jute,Rabi,Loamy,3023.3,55130.95,202.68,26.0,86.11,128.2,54.12,54.54
Tripura,Grapes,Kharif,Loamy,3557.93,41627.79,290.32,37.05,42.52,29.95,17.86,76.02
Assam,Soybean,Rabi,Red,1295.87,15407.0,397.38,38.55,39.18,115.12,62.43,53.82
Maharashtra,Tea,Rabi,Loamy,4497.06,53231.74,466.55,10.8,48.25,21.57,23.25,17.72
Madhya Pradesh,Sunflower,Rabi,Clay,1890.17,29807.16,274.96,17.86,34.41,74.83,16.91,29.49
Madhya Pradesh,Okra,Summer,Laterite,3836.95,72656.89,487.23,21.49,48.65,29.69,17.56,53.28
Nagaland,Beetroot,Whole Year,Black,4864.74,61262.58,347.85,39.96,56.91,108.17,13.29,18.34
Bihar,Cauliflower,Rabi,Red,2232.4,28812.52,355.85,37.19,89.57,52.42,16.9,64.27
Haryana,Pulses,Kharif,Clay,3700.02,46395.33,264.43,38.18,63.32,87.21,57.43,50.23
Chhattisgarh,Grapes,Kharif,Clay,2686.18,27202.68,104.75,36.88,65.47,36.9,62.64,53.41
Meghalaya,Millet,Rabi,Sandy,2333.62,34623.61,461.62,13.85,62.48,45.58,14.7,68.75
Gujarat,Carrot,Rabi,Clay,3658.59,47562.66,401.21,20.66,46.07,34.15,38.23,29.9
Tripura,Sorghum,Rabi,Alluvial,4603.24,31600.86,107.56,38.07,67.65,56.57,15.03,46.29
Uttar Pradesh,Cotton,Whole Year,Alluvial,405.45,6584.52,482.51,16.89,56.1,92.59,14.02,63.32
Arunachal Pradesh,Sunflower,Kharif,Laterite,1131.13,10004.47,118.63,33.31,32.89,115.38,39.41,13.24
Haryana,Pumpkin,Whole Year,Black,4908.73,66126.03,373.86,15.59,55.16,109.69,74.1,22.45
Goa,Cotton,Whole Year,Clay,4308.07,59124.12,492.65,33.2,37.35,141.14,15.97,63.47
Tamil Nadu,Pulses,Whole Year,Alluvial,936.32,11783.56,269.64,32.21,52.25,116.16,27.8,44.03
Gujarat,Soybean,Rabi,Sandy,1085.55,11155.12,299.48,14.01,40.26,26.12,51.49,68.75
Odisha,Castor,Whole Year,Loamy,2770.81,30704.4,176.17,30.41,58.99,35.8,27.02,67.86
Nagaland,Groundnut,Rabi,Laterite,3541.48,45088.25,229.47,31.84,66.33,124.62,61.02,42.77
Arunachal Pradesh,Grapes,Kharif,Laterite,4978.61,49702.19,56.43,15.03,85.04,54.87,26.7,40.18
Uttarakhand,Tea,Whole Year,Laterite,3771.66,44978.91,174.42,29.82,67.37,126.14,11.36,12.4
Assam,Lentil,Whole Year,Sandy,2777.58,34637.5,212.24,30.81,70.4,24.29,27.7,19.9
Jharkhand,Onion,Summer,Red,2899.32,40054.01,258.41,14.38,56.57,144.79,58.14,54.65
Odisha,Cauliflower,Kharif,Sandy,488.68,7945.96,349.82,28.4,78.91,73.58,39.18,21.76
Nagaland,Spinach,Kharif,Loamy,3833.5,60479.35,336.96,31.92,53.92,31.02,30.98,13.59
Jharkhand,Carrot,Whole Year,Loamy,366.57,5537.14,322.14,28.85,56.1,21.46,34.01,75.14
Gujarat,Millet,Rabi,Sandy,1303.38,12938.56,69.1,31.28,88.51,135.1,29.39,41.39
Mizoram,Garlic,Whole Year,Alluvial,4533.19,71495.83,273.09,25.96,33.81,27.77,20.47,71.9
Madhya Pradesh,Sesame,Kharif,Black,1390.75,12574.52,85.19,37.9,84.78,32.78,79.84,61.63
Uttarakhand,Turmeric,Rabi,Laterite,4684.11,66700.38,251.03,27.79,84.12,66.0,71.0,20.81
Manipur,Groundnut,Whole Year,Red,1051.49,15873.7,370.92,18.66,49.62,131.98,75.03,38.82
Tripura,Sesame,Whole Year,Laterite,4655.17,62048.79,332.34,17.57,92.09,113.0,58.45,16.85
Rajasthan,Chickpea,Whole Year,Sandy,937.73,10740.78,160.34,17.56,46.89,47.94,74.56,45.17
Assam,Ginger,Rabi,Alluvial,4993.19,62456.68,55.12,30.34,70.95,98.98,30.59,25.76
Rajasthan,Chickpea,Whole Year,Loamy,3486.25,61309.33,383.15,24.87,88.35,45.95,62.74,36.99
Manipur,Barley,Kharif,Sandy,2801.59,29748.77,150.97,16.0,55.59,82.32,64.39,76.1
Goa,Barley,Whole Year,Laterite,1828.97,18451.95,195.86,35.16,88.92,138.12,35.07,25.13
Maharashtra,Onion,Kharif,Alluvial,2324.9,31997.98,454.62,16.02,41.27,114.99,19.25,24.83
Tamil Nadu,Jute,Kharif,Black,1393.85,19289.54,332.67,28.8,61.44,131.44,15.3,47.32
Punjab,Ginger,Rabi,Loamy,1009.43,13798.86,254.52,29.71,49.54,76.04,78.92,46.37
Himachal Pradesh,Carrot,Kharif,Alluvial,4415.17,56237.4,83.41,23.47,31.01,103.38,78.95,19.5
Meghalaya,Barley,Rabi,Sandy,3848.25,39227.0,192.9,36.12,88.57,99.0,38.67,40.2
Madhya Pradesh,Linseed,Summer,Sandy,3985.98,39410.45,181.98,39.44,41.98,147.71,39.93,24.6
Kerala,Groundnut,Whole Year,Red,2915.31,40469.69,240.4,16.82,58.56,65.5,39.25,28.08
Goa,Tea,Whole Year,Clay,2374.17,26974.22,115.37,16.99,51.52,89.36,21.76,72.43
Mizoram,Tea,Rabi,Laterite,2330.22,44509.34,482.01,35.08,88.85,54.59,67.12,57.55
Andhra Pradesh,Tea,Rabi,Loamy,803.16,16743.34,481.71,21.92,56.97,98.91,23.41,16.1
Rajasthan,Cabbage,Whole Year,Alluvial,734.77,9542.55,361.65,36.48,89.78,125.95,46.79,25.94
Andhra Pradesh,Carrot,Summer,Black,209.73,2855.84,347.26,21.55,60.14,147.55,51.2,70.02
Rajasthan,Cucumber,Whole Year,Red,438.54,4419.53,273.99,12.77,85.24,112.12,14.42,69.34
Maharashtra,Chickpea,Whole Year,Alluvial,191.34,3506.19,472.04,26.29,52.22,30.19,14.9,31.59
Manipur,Onion,Whole Year,Black,3299.28,36636.77,340.81,39.18,36.39,114.92,44.28,68.44
Chhattisgarh,Maize,Rabi,Loamy,1960.21,22563.44,148.09,19.03,92.54,63.34,13.03,73.8
Madhya Pradesh,Garlic,Whole Year,Laterite,1953.31,23211.81,228.34,29.44,31.6,76.15,50.27,16.67
Tripura,Tomato,Summer,Loamy,1840.24,29967.31,492.55,29.17,55.09,88.64,32.66,53.42
Jharkhand,Castor,Whole Year,Laterite,1521.75,20418.69,420.14,36.03,75.18,30.6,32.2,45.77
Tripura,Tomato,Whole Year,Black,2916.35,41022.67,471.61,39.66,36.41,57.02,25.7,53.45
West Bengal,Sesame,Kharif,Loamy,3241.75,43964.02,270.32,30.06,93.91,78.95,33.67,33.16
Meghalaya,Peas,Kharif,Loamy,1532.53,10869.69,209.76,38.99,33.85,148.18,34.83,53.05
West Bengal,Chili,Summer,Loamy,2938.38,39530.19,334.45,30.84,56.06,44.41,48.91,21.52
Arunachal Pradesh,Rice,Summer,Red,3565.47,62809.05,399.9,26.91,40.12,106.06,19.16,69.49
Tamil Nadu,Ginger,Summer,Sandy,1790.14,24097.02,235.96,16.28,47.45,124.97,76.22,68.84
Manipur,Coffee,Whole Year,Sandy,2623.09,34769.69,374.43,30.35,34.86,90.33,34.55,32.7
Manipur,Carrot,Kharif,Laterite,2960.88,38810.46,465.47,15.54,34.89,116.18,48.34,61.77
West Bengal,Mango,Kharif,Red,997.89,11189.27,163.38,34.67,54.22,90.17,49.61,35.89
Odisha,Apple,Rabi,Sandy,3490.63,49945.74,445.95,33.42,35.16,24.25,54.94,50.98
Mizoram,Carrot,Whole Year,Black,3370.91,23108.29,87.5,16.28,89.26,102.42,69.38,52.09
Arunachal Pradesh,Rice,Summer,Sandy,4311.5,39605.0,88.94,37.23,94.81,49.76,54.97,13.59
Andhra Pradesh,Apple,Whole Year,Sandy,2614.0,12976.69,74.29,10.01,49.26,71.61,49.76,17.01
West Bengal,Cucumber,Summer,Loamy,545.81,5619.54,235.02,37.75,86.33,106.39,51.92,12.97
Nagaland,Potato,Kharif,Sandy,1933.35,33370.77,494.93,13.31,36.21,47.14,56.2,26.49
Mizoram,Onion,Kharif,Laterite,1984.13,18662.39,148.0,17.79,79.35,120.58,79.09,55.56
Mizoram,Barley,Rabi,Sandy,581.69,7412.12,192.7,28.38,32.74,66.93,69.23,57.99
Mizoram,Groundnut,Whole Year,Alluvial,1278.99,15382.51,199.7,21.0,45.54,87.53,57.31,21.4
Goa,Chili,Rabi,Clay,2108.72,34232.19,450.12,31.04,65.26,133.63,61.89,14.37
Andhra Pradesh,Banana,Kharif,Laterite,734.07,9388.82,454.52,16.26,80.02,109.77,62.01,65.05
Nagaland,Potato,Kharif,Red,2489.91,26689.65,237.35,31.13,80.65,42.61,79.79,21.55
Tripura,Chickpea,Rabi,Black,2939.69,40098.19,375.06,35.77,51.4,88.08,27.41,33.81
Assam,Maize,Kharif,Alluvial,4499.22,36227.57,372.0,37.59,64.35,92.01,48.63,21.53
Himachal Pradesh,Coffee,Whole Year,Loamy,4361.26,52688.49,320.27,12.57,40.21,61.59,56.52,37.69
Uttarakhand,Spinach,Summer,Alluvial,1532.85,14960.33,159.64,14.75,47.89,59.13,71.48,25.88
Kerala,Muskmelon,Summer,Clay,3513.75,60198.69,423.8,22.2,36.31,140.6,15.33,60.6
Telangana,Cashew,Kharif,Loamy,1095.51,12759.03,168.31,32.71,44.55,80.62,70.29,74.47
Rajasthan,Cotton,Whole Year,Laterite,567.61,11345.72,466.99,26.86,67.07,58.59,34.94,56.75
Manipur,Coffee,Rabi,Clay,3318.6,26166.84,78.34,32.26,79.81,38.93,52.27,19.81
Nagaland,Linseed,Whole Year,Red,765.48,11853.7,373.1,20.92,57.67,109.72,59.26,33.34
Tamil Nadu,Cotton,Rabi,Black,186.81,2053.97,50.1,17.54,60.47,26.69,24.18,11.57
Telangana,Lentil,Whole Year,Black,2842.89,42312.02,216.42,18.61,78.89,95.19,48.07,64.9
Kerala,Cabbage,Rabi,Sandy,311.0,5793.06,427.3,25.04,86.82,103.22,52.69,43.71
Tamil Nadu,Tomato,Whole Year,Alluvial,1706.84,22131.24,384.93,12.33,43.86,80.28,46.38,18.18
Kerala,Beetroot,Whole Year,Laterite,3353.86,46381.8,127.43,27.36,94.45,58.52,50.43,10.34
Gujarat,Cashew,Whole Year,Clay,4955.4,70335.69,317.73,18.13,88.49,125.59,16.36,66.26
Bihar,Cotton,Rabi,Alluvial,1590.81,19537.96,165.31,22.45,90.45,81.18,30.21,73.39
Gujarat,Coffee,Kharif,Clay,81.7,1190.8,126.01,27.05,45.7,92.69,16.01,48.27
Tripura,Rubber,Whole Year,Loamy,2447.09,36640.7,383.02,32.46,36.18,106.47,51.74,53.24
Manipur,Onion,Rabi,Clay,2684.79,47837.52,345.21,29.29,84.53,70.25,64.76,32.95
Tripura,Soybean,Rabi,Loamy,706.87,8040.39,209.65,33.27,43.65,112.2,74.24,65.97
Andhra Pradesh,Sesame,Whole Year,Black,4195.74,57447.86,491.25,12.2,75.5,34.35,27.95,76.05
Jharkhand,Mango,Whole Year,Loamy,2301.53,35570.28,460.55,22.04,31.52,47.51,52.71,26.91
Rajasthan,Groundnut,Summer,Sandy,3553.24,32178.29,175.25,12.47,81.12,45.83,65.65,66.6
Rajasthan,Millet,Whole Year,Clay,2968.4,47621.29,412.91,31.21,87.01,20.61,79.94,17.74
Karnataka,Sorghum,Whole Year,Black,678.86,4967.0,80.03,15.24,65.25,122.46,46.74,23.52
Bihar,Turmeric,Whole Year,Clay,1312.69,17672.85,441.51,10.32,88.83,126.13,73.04,20.1
Uttarakhand,Muskmelon,Whole Year,Black,2535.21,18828.84,131.4,10.93,92.82,62.26,17.24,58.35
Kerala,Muskmelon,Rabi,Laterite,3396.13,45057.95,135.74,21.73,43.53,25.92,54.83,14.18
Arunachal Pradesh,Cotton,Kharif,Clay,1082.8,14872.58,343.47,27.28,70.91,93.97,73.14,70.99
Uttarakhand,Sunflower,Rabi,Red,1234.37,17641.8,317.32,27.57,32.49,98.4,75.44,30.51
Mizoram,Cardamom,Whole Year,Sandy,167.29,1833.4,160.68,11.48,75.25,51.02,55.07,68.17
Manipur,Lentil,Rabi,Laterite,1268.07,14354.62,64.07,19.88,31.15,81.79,65.76,38.45
West Bengal,Orange,Rabi,Loamy,1447.56,25926.35,385.37,23.77,34.91,27.7,49.62,21.66
Rajasthan,Castor,Rabi,Clay,2653.49,31986.82,203.68,31.47,43.91,66.22,26.17,15.39
Meghalaya,Pulses,Kharif,Sandy,1306.13,16393.52,139.46,21.25,52.73,86.67,53.51,35.52
Odisha,Orange,Whole Year,Loamy,2307.69,24565.95,127.29,34.07,32.82,96.35,27.34,62.02
Goa,Beetroot,Kharif,Loamy,720.36,10458.89,465.87,35.95,69.43,144.73,28.33,22.3
Manipur,Coffee,Summer,Clay,4262.52,70388.72,468.3,21.64,32.11,125.64,11.22,67.9
Uttar Pradesh,Barley,Whole Year,Red,1181.87,6557.3,111.6,39.24,73.67,136.23,12.16,54.26
Rajasthan,Coconut,Rabi,Clay,3491.12,52485.31,252.37,26.94,92.78,71.16,22.84,13.4
Maharashtra,Watermelon,Rabi,Sandy,554.38,6589.23,423.3,38.98,88.06,41.84,29.47,19.78
Punjab,Millet,Kharif,Loamy,3107.72,45589.17,250.82,21.88,47.66,126.03,11.14,41.34
Manipur,Sunflower,Kharif,Alluvial,1870.84,22581.8,391.36,16.54,49.68,65.0,53.47,51.56
Manipur,Sunflower,Whole Year,Laterite,1080.54,16708.58,466.22,37.23,47.99,38.94,71.17,50.36
Goa,Peas,Kharif,Red,3946.12,51731.93,435.83,35.9,35.57,113.39,32.11,30.04
Arunachal Pradesh,Muskmelon,Kharif,Sandy,386.96,5769.64,204.14,26.86,37.47,115.02,61.18,22.91
West Bengal,Tomato,Rabi,Loamy,2634.61,40828.23,438.6,17.21,93.17,78.64,17.27,48.62
Sikkim,Potato,Rabi,Clay,2860.41,51582.77,442.88,14.56,89.1,142.01,76.54,37.86
Andhra Pradesh,Turmeric,Whole Year,Red,1863.02,23273.38,92.64,20.71,30.33,65.04,21.73,10.03
Assam,Castor,Kharif,Laterite,1758.49,20772.83,229.55,32.6,48.78,123.75,69.81,75.99
Jharkhand,Cucumber,Whole Year,Alluvial,2888.57,27541.95,134.93,34.07,90.05,44.67,67.72,28.89
Punjab,Cardamom,Kharif,Sandy,146.23,2141.06,208.95,24.4,59.48,71.76,67.01,69.87
Andhra Pradesh,Ginger,Summer,Black,3298.05,39969.38,242.96,17.72,46.79,45.68,21.84,35.91
Gujarat,Spinach,Whole Year,Laterite,4047.73,60224.06,410.62,13.3,49.0,84.3,33.97,31.57
Kerala,Carrot,Summer,Laterite,3710.17,32606.3,54.61,10.8,81.7,53.86,36.39,29.35
Tamil Nadu,Cotton,Summer,Laterite,3450.41,44225.92,411.04,33.16,51.81,124.71,13.21,66.93
Mizoram,Sunflower,Rabi,Loamy,3118.88,53171.66,352.39,18.47,59.08,85.32,77.23,47.07
Gujarat,Groundnut,Kharif,Laterite,3423.82,40617.57,443.52,12.13,80.62,122.46,61.57,61.15
Telangana,Groundnut,Rabi,Black,3866.75,48254.93,52.24,21.25,76.7,48.12,68.26,18.34
Punjab,Okra,Kharif,Laterite,4818.11,78774.25,496.68,38.27,87.92,137.34,64.59,37.78
Karnataka,Lentil,Kharif,Alluvial,26.51,294.46,402.44,10.09,35.74,92.32,33.95,24.76
Mizoram,Cabbage,Summer,Laterite,4230.33,68245.35,495.04,38.45,43.12,115.41,10.03,74.81
Chhattisgarh,Soybean,Rabi,Loamy,3848.94,41895.91,306.83,38.2,89.75,80.06,43.03,48.44
Kerala,Peas,Whole Year,Clay,1847.41,25646.28,416.27,39.81,72.38,108.58,12.44,13.68
Uttarakhand,Groundnut,Summer,Red,2606.63,27692.03,250.1,12.36,63.73,44.04,32.84,32.98
Tamil Nadu,Cucumber,Summer,Laterite,2567.4,35070.25,434.34,37.91,46.93,61.69,68.24,43.25
Himachal Pradesh,Sesame,Whole Year,Loamy,3946.54,59759.3,472.3,17.29,87.14,139.22,28.73,54.66
Telangana,Carrot,Kharif,Alluvial,1495.25,21800.65,167.69,24.1,66.91,62.96,11.41,33.83
Telangana,Turmeric,Whole Year,Laterite,1022.73,14188.15,63.26,29.15,39.69,63.71,46.84,32.35
Haryana,Apple,Rabi,Red,614.99,7314.51,125.58,22.8,32.85,75.12,22.99,46.94
Uttar Pradesh,Pulses,Summer,Red,1930.13,31611.83,431.96,26.83,86.89,47.38,26.1,76.64
Haryana,Okra,Rabi,Loamy,3887.03,42624.12,206.87,23.76,92.2,47.08,24.71,41.74
Uttar Pradesh,Cucumber,Kharif,Loamy,3758.87,61434.41,417.9,35.03,71.87,106.2,30.23,62.87
Sikkim,Tomato,Whole Year,Black,2876.39,39801.98,445.59,14.82,87.98,89.8,41.85,37.52
Chhattisgarh,Grapes,Summer,Laterite,4309.95,49730.17,305.04,12.89,80.6,101.49,77.23,77.81
Telangana,Onion,Kharif,Clay,2283.42,31276.3,164.46,31.14,74.17,67.25,37.84,38.11
Mizoram,Onion,Rabi,Sandy,4881.73,72231.27,116.05,22.57,33.51,60.02,77.73,24.2
Odisha,Cauliflower,Summer,Sandy,2767.18,34036.22,348.54,32.2,47.46,62.65,12.99,11.99
Haryana,Sesame,Summer,Clay,2163.47,24833.02,198.52,10.97,39.39,51.49,53.14,32.27
Kerala,Linseed,Kharif,Alluvial,2221.0,37728.88,346.48,24.2,70.56,28.24,61.18,62.0
Himachal Pradesh,Carrot,Rabi,Laterite,1499.88,24221.75,499.11,13.83,51.13,87.64,43.93,59.77
Haryana,Okra,Rabi,Laterite,3064.06,60458.75,271.8,25.36,44.44,46.51,52.61,17.17
Goa,Guava,Whole Year,Black,3086.98,29272.72,104.57,14.98,44.21,28.47,65.05,44.4
Uttar Pradesh,Onion,Kharif,Alluvial,439.72,4854.62,136.75,32.26,47.21,107.55,28.92,44.7
Haryana,Carrot,Kharif,Red,1517.58,22593.78,463.67,12.62,74.8,127.02,66.63,76.97
Arunachal Pradesh,Sorghum,Whole Year,Alluvial,2170.16,22351.23,136.34,28.14,78.47,33.59,64.66,44.11
Gujarat,Coconut,Rabi,Laterite,3913.75,53379.38,357.4,31.41,79.93,88.51,22.03,65.88
West Bengal,Sorghum,Summer,Laterite,2764.92,25814.68,99.94,32.18,44.96,126.2,63.04,36.4
Uttarakhand,Rice,Whole Year,Laterite,2552.93,14631.25,76.31,12.96,34.55,33.17,30.25,62.49
Kerala,Sesame,Whole Year,Clay,4550.5,61545.11,310.9,30.68,94.41,126.7,45.54,78.24
Meghalaya,Jute,Rabi,Red,850.86,11013.52,187.29,23.93,81.71,109.93,48.17,65.23
Andhra Pradesh,Wheat,Summer,Red,3247.83,47665.46,322.95,12.88,58.92,110.85,50.28,70.59
Karnataka,Tomato,Summer,Clay,2409.57,31486.53,364.18,36.08,50.87,71.77,16.97,10.93
Jharkhand,Okra,Summer,Laterite,2140.78,34370.35,370.69,18.43,64.14,88.29,47.19,62.18
Manipur,Millet,Kharif,Red,4429.64,48136.51,331.7,38.23,40.48,33.63,51.97,62.28
Telangana,Barley,Whole Year,Sandy,132.59,1181.47,99.06,34.07,90.29,126.19,55.9,69.46
